,mass,charge,p,pdgId,status,pt,eta,phi,beta,gamma,event,run,luminosityBlock,foundTrack,trackCharge,trackPt,trackPhi,trackEta,validHits,missingInnerHits,trackHits,missingOuterHits,validLayers,hpmissingOuterHits
8223,700.048,1,1211.52,1000024,62,507.22,1.51681,-2.2707599999999997,0.8658469999999999,1.9987700000000002,6190,1,1,1,1,538.706,-2.27082,1.51691,20,1,0,2,15,0
8224,700.048,1,902.623,1000024,62,891.439,-0.158243,-1.43792,0.790197,1.63171,6194,1,1,1,1,808.7389999999999,-1.4378600000000001,-0.158235,15,1,0,2,13,0
8225,700.048,-1,370.594,-1000024,62,364.648,0.180343,2.64601,0.467868,1.1314799999999998,6200,1,1,1,-1,361.673,2.64603,0.180595,16,1,0,2,14,0
8226,700.048,1,552.547,1000024,62,521.685,0.3423,1.37812,0.61956,1.27397,6196,1,1,1,1,666.243,1.37796,0.34224299999999996,16,1,0,2,11,2
8227,700.048,-1,363.92400000000004,-1000024,62,302.633,-0.626159,-1.10976,0.46125200000000005,1.12705,6198,1,1,1,-1,189.737,-1.11028,-0.62622,9,1,0,2,6,7
8228,700.048,1,461.35699999999997,1000024,62,298.33799999999997,-1.00284,0.47024099999999996,0.5502819999999999,1.19763,6199,1,1,1,1,266.353,0.47033100000000005,-1.00268,17,1,0,2,12,0
8229,700.048,1,805.115,1000024,62,281.91900000000004,-1.7103400000000002,-1.61474,0.75463,1.52404,6201,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8230,700.048,1,1895.51,1000024,62,1022.93,-1.22761,0.712535,0.938069,2.8864400000000003,6203,1,1,1,1,1162.69,0.712461,-1.22759,5,1,0,2,5,6
8231,700.048,-1,459.522,-1000024,62,418.394,0.439842,-2.24903,0.5487529999999999,1.1961899999999999,6202,1,1,1,-1,134.725,-2.24971,0.439299,3,1,0,2,3,5
8232,700.048,1,874.3539999999999,1000024,62,337.311,1.60615,2.36226,0.780623,1.59999,6204,1,1,1,1,321.695,2.36235,1.60618,19,1,0,2,12,5
8233,700.048,1,734.32,1000024,62,508.67199999999997,0.910171,0.07910360000000001,0.723796,1.4492399999999999,6207,1,1,1,1,411.69300000000004,0.079269,0.9102469999999999,5,1,0,2,5,8
8234,700.048,1,178.93099999999998,1000024,62,176.738,-0.157385,2.99792,0.24763800000000002,1.03215,6210,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8235,700.048,1,732.169,1000024,62,335.168,-1.41746,-0.7504930000000001,0.722784,1.44702,6205,1,1,1,1,266.634,-0.7501720000000001,-1.41745,17,1,0,2,13,0
8236,700.048,-1,1073.97,-1000024,62,333.796,-1.83666,1.34653,0.837742,1.83128,6205,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8237,700.048,1,1135.44,1000024,62,208.385,-2.38,-1.40245,0.851217,1.9054400000000002,6197,1,1,1,1,65.1692,-1.40184,-2.3803,3,1,0,2,3,6
8238,700.048,-1,901.8480000000001,-1000024,62,138.47899999999998,2.56093,3.01992,0.789942,1.63084,6211,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8239,700.048,1,220.78099999999998,1000024,62,143.877,-0.992675,-1.77278,0.30077600000000004,1.04855,6212,1,1,1,1,158.248,-1.77322,-0.9926450000000001,12,1,0,2,8,3
8240,700.048,-1,167.668,-1000024,62,131.07399999999998,-0.730863,1.5870799999999998,0.232922,1.0282799999999999,6212,1,1,1,-1,733.184,1.58734,-0.730612,3,1,0,2,3,6
8241,700.048,1,332.73900000000003,1000024,62,126.63799999999999,1.6208200000000001,1.10499,0.429285,1.10721,6209,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8242,700.048,1,663.5260000000001,1000024,62,293.246,-1.45685,0.113238,0.687921,1.37782,6208,1,1,1,1,252.31799999999998,0.11333800000000001,-1.45679,8,1,0,2,7,8
8243,700.048,1,779.546,1000024,62,445.785,1.15791,2.74852,0.7440260000000001,1.4966700000000002,6206,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8244,700.048,1,482.711,1000024,62,287.543,-1.10762,1.6385599999999998,0.567669,1.21469,6213,1,1,1,1,75.858,1.63959,-1.1078,4,1,0,2,4,6
8245,700.048,-1,282.964,-1000024,62,256.741,0.44821099999999997,-1.2517200000000002,0.374751,1.0786,6213,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8246,700.048,1,701.4110000000001,1000024,62,650.265,-0.394069,2.79665,0.7077939999999999,1.41559,6216,1,1,1,1,751.9780000000001,2.79657,-0.39420900000000003,12,1,0,2,9,5
8247,700.048,1,521.725,1000024,62,518.992,0.10259000000000001,-2.40271,0.5975699999999999,1.2471700000000001,6215,1,1,1,1,429.57599999999996,-2.40256,0.102692,19,1,0,2,14,0
8248,700.048,1,848.159,1000024,62,848.1419999999999,-0.00640214,1.19874,0.7712319999999999,1.5709600000000001,6214,1,1,1,1,828.1569999999999,1.19872,-0.0060061,14,1,0,2,10,0
8249,700.048,1,538.42,1000024,62,268.197,1.32131,-1.21249,0.6096550000000001,1.26156,6217,1,1,1,-1,404.236,-1.21295,1.32104,4,1,0,2,4,5
8250,700.048,-1,670.7560000000001,-1000024,62,258.565,1.607,1.9224599999999998,0.691839,1.38494,6217,1,1,1,-1,245.55599999999998,1.9225299999999999,1.60701,8,1,0,2,6,9
8251,700.048,1,1281.08,1000024,62,115.131,-3.10052,-1.8441299999999998,0.8775280000000001,2.0854,6218,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8252,700.048,-1,1259.59,-1000024,62,119.33,-3.04754,1.44669,0.874075,2.0585,6218,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8253,700.048,1,443.52,1000024,62,383.699,-0.551391,3.13937,0.535187,1.1838,6219,1,1,1,1,6217.56,3.13899,-0.55161,3,1,0,2,3,3
8254,700.048,1,1812.86,1000024,62,523.021,1.9147,-2.70657,0.9328629999999999,2.7760000000000002,6220,1,1,1,1,336.792,-2.70635,1.91495,3,1,0,2,3,12
8255,700.048,-1,349.051,-1000024,62,337.101,-0.265496,2.14018,0.446219,1.11741,6221,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8256,700.048,1,711.564,1000024,62,689.942,-0.249702,-0.9264379999999999,0.712852,1.4258899999999999,6223,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8257,700.048,1,1118.86,1000024,62,332.958,1.88228,-1.94102,0.8477379999999999,1.88532,6227,1,1,1,1,318.611,-1.94105,1.8823900000000002,23,1,0,2,16,0
8258,700.048,1,448.084,1000024,62,287.904,1.01122,-0.0193335,0.539099,1.18731,6224,1,1,1,1,224.03400000000002,-0.0191148,1.0109700000000001,8,1,0,2,7,5
8259,700.048,-1,750.2,-1000024,62,255.266,-1.74089,2.9691799999999997,0.731123,1.46575,6224,1,1,1,-1,167.389,2.96902,-1.74059,5,1,0,2,4,10
8260,700.048,1,293.975,1000024,62,282.682,0.281731,-1.15111,0.387182,1.08459,6225,1,1,1,1,251.91099999999997,-1.15097,0.28170500000000004,9,1,0,2,7,7
8261,700.048,-1,848.2560000000001,-1000024,62,263.23,-1.8383099999999999,2.03467,0.7712680000000001,1.5710600000000001,6225,1,1,1,-1,254.205,2.03458,-1.8382900000000002,27,1,0,2,17,0
8262,700.048,1,259.577,1000024,62,178.831,0.9177379999999999,-3.0306,0.347667,1.06653,6222,1,1,1,1,136.472,-3.03031,0.9175260000000001,3,1,0,2,3,5
8263,700.048,-1,450.094,-1000024,62,336.275,0.8011659999999999,0.173593,0.540812,1.18886,6222,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8264,700.048,1,1157.52,1000024,62,678.806,-1.1270200000000001,1.31985,0.8556819999999999,1.9323599999999999,6228,1,1,1,1,613.945,1.31981,-1.12699,13,1,0,2,8,2
8265,700.048,-1,755.097,-1000024,62,661.4830000000001,-0.525936,-1.83972,0.733333,1.4708700000000001,6228,1,1,1,-1,201.952,-1.8399,-0.525637,3,1,0,2,3,10
8266,700.048,1,1441.95,1000024,62,727.558,1.30645,1.77929,0.899589,2.2897,6229,1,1,1,1,876.0160000000001,1.77925,1.30646,17,1,0,2,12,0
8267,700.048,1,1045.26,1000024,62,935.9010000000001,0.478835,-1.14255,0.8308719999999999,1.7970599999999999,6226,1,1,1,1,2603.99,-1.14275,0.478962,11,1,0,2,7,7
8268,700.048,1,1335.01,1000024,62,385.09,1.91488,0.49734799999999996,0.885625,2.15331,6231,1,1,1,1,398.995,0.49737299999999995,1.91491,14,1,0,2,8,9
8269,700.048,-1,746.671,-1000024,62,397.56800000000004,1.24353,-2.6892,0.7295159999999999,1.46207,6231,1,1,1,-1,396.574,-2.6892099999999997,1.24357,15,1,0,2,12,0
8270,700.048,1,390.089,1000024,62,375.486,-0.278005,-0.172098,0.486762,1.14477,6234,1,1,1,1,807.312,-0.17213299999999998,-0.278084,3,1,0,2,3,7
8271,700.048,1,1166.0,1000024,62,155.85399999999998,-2.70107,0.119653,0.857349,1.9427400000000001,6233,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8272,700.048,1,1268.15,1000024,62,1017.5,0.6882510000000001,2.6107299999999998,0.875467,2.0692,6232,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8273,700.048,-1,963.592,-1000024,62,963.3610000000001,-0.021935,-0.41916499999999995,0.809034,1.70137,6232,1,1,1,-1,538.012,-0.419375,-0.0220252,9,1,0,2,7,6
8274,700.048,1,457.505,1000024,62,457.213,-0.035772399999999996,0.978132,0.547067,1.19462,6237,1,1,1,1,451.82800000000003,0.9780280000000001,-0.036041000000000004,18,1,0,2,13,1
8275,700.048,1,480.004,1000024,62,423.99,0.508529,-0.8106760000000001,0.565505,1.2125,6240,1,1,1,-1,33.4345,-0.813283,0.508296,3,1,0,2,3,4
8276,700.048,1,470.023,1000024,62,94.8528,-2.28326,-1.38009,0.557427,1.20449,6239,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8277,700.048,1,1122.18,1000024,62,451.82599999999996,-1.5596299999999998,1.6992200000000002,0.8484440000000001,1.8893400000000002,6230,1,1,1,1,401.374,1.6992200000000002,-1.5597299999999998,16,1,0,2,12,4
8278,700.048,1,103.64399999999999,1000024,62,98.3227,0.32753899999999997,-0.257875,0.146456,1.0109,6236,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8279,700.048,1,832.9060000000001,1000024,62,355.708,1.49488,-2.80888,0.765521,1.5542200000000002,6235,1,1,1,1,369.8,-2.80895,1.49475,7,1,0,2,5,10
8280,700.048,1,1410.83,1000024,62,556.424,1.58218,-0.669565,0.8957870000000001,2.2498,6241,1,1,1,1,428.847,-0.669458,1.5822,11,1,0,2,6,10
8281,700.048,1,1004.47,1000024,62,229.33700000000002,-2.15688,2.3650900000000004,0.820413,1.74895,6242,1,1,1,1,233.75599999999997,2.3651400000000002,-2.15705,24,1,0,2,14,0
8282,700.048,1,533.143,1000024,62,509.335,-0.304575,2.7343,0.60588,1.25698,6238,1,1,1,1,484.542,2.73429,-0.304683,20,1,0,2,13,0
8283,700.048,-1,1100.15,-1000024,62,532.1569999999999,1.35499,-1.59594,0.843677,1.8627099999999999,6243,1,1,1,-1,512.112,-1.59589,1.3552899999999999,14,1,0,2,11,0
8284,700.048,1,502.05699999999996,1000024,62,315.105,1.04159,-0.7336779999999999,0.582792,1.23059,6244,1,1,1,1,378.24,-0.733805,1.04142,10,1,0,2,7,4
8285,700.048,1,1708.85,1000024,62,508.80699999999996,-1.8817099999999998,-1.6020299999999998,0.9253620000000001,2.63793,6245,1,1,1,1,660.5060000000001,-1.60235,-1.88162,7,1,0,2,6,11
8286,700.048,1,592.126,1000024,62,565.9830000000001,-0.302787,-1.74425,0.6458010000000001,1.30975,6248,1,1,1,1,535.341,-1.74427,-0.302842,8,1,0,2,8,6
8287,700.048,-1,1581.09,-1000024,62,572.616,-1.6742700000000001,1.37839,0.914381,2.47002,6248,1,1,1,-1,932.425,1.37857,-1.67419,7,1,0,2,5,10
8288,700.048,1,1383.86,1000024,62,603.985,-1.4708,2.63627,0.892324,2.21535,6246,1,1,1,1,547.516,2.6362200000000002,-1.47089,22,1,0,2,14,0
8289,700.048,1,472.694,1000024,62,354.845,0.793983,-0.6930430000000001,0.559604,1.20662,6247,1,1,1,1,387.858,-0.6931069999999999,0.793718,12,1,0,2,9,5
8290,700.048,-1,279.982,-1000024,62,279.755,-0.040262099999999995,1.70163,0.371348,1.07701,6247,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8291,700.048,1,857.615,1000024,62,118.53,2.6673299999999998,0.0736839,0.774682,1.5814,6250,1,1,1,-1,18.787,0.0704923,2.66796,4,1,0,2,4,0
8292,700.048,1,443.56699999999995,1000024,62,217.67700000000002,1.33847,1.53211,0.535227,1.18384,6249,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8293,700.048,-1,185.343,-1000024,62,88.9312,-1.3642100000000001,-1.50611,0.25593899999999997,1.03445,6249,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8294,700.048,1,751.454,1000024,62,389.287,1.27577,-2.3199400000000003,0.731691,1.46706,6251,1,1,1,1,114.855,-2.3189,1.27585,5,1,0,2,4,6
8295,700.048,-1,896.2589999999999,-1000024,62,368.69199999999995,1.53614,0.747462,0.78809,1.6245399999999999,6251,1,1,1,-1,383.18,0.747599,1.53636,21,1,0,2,16,0
8296,700.048,1,586.234,1000024,62,512.1619999999999,-0.5315439999999999,1.96862,0.6420319999999999,1.30433,6255,1,1,1,1,661.482,1.9683700000000002,-0.5315340000000001,11,1,0,2,9,4
8297,700.048,1,257.86400000000003,1000024,62,257.143,-0.0749096,2.3641799999999997,0.345649,1.06568,6257,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8298,700.048,1,543.413,1000024,62,229.28900000000002,-1.5082200000000001,0.169129,0.613189,1.2659200000000002,6252,1,1,1,1,385.983,0.168938,-1.50819,4,1,0,2,4,10
8299,700.048,-1,217.59400000000002,-1000024,62,211.003,-0.24929899999999997,-3.10493,0.296819,1.04719,6252,1,1,1,-1,3671.54,-3.1042099999999997,-0.249442,5,1,0,2,5,9
8300,700.048,1,517.811,1000024,62,243.49200000000002,1.38715,2.2542,0.594677,1.24384,6256,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8301,700.048,-1,503.032,-1000024,62,245.921,1.34284,-1.27809,0.583539,1.2314,6256,1,1,1,-1,204.67700000000002,-1.27826,1.34274,5,1,0,2,4,7
8302,700.048,1,1128.64,1000024,62,362.93800000000005,-1.80077,1.27344,0.8498049999999999,1.8971900000000002,6259,1,1,1,1,295.454,1.27347,-1.80075,14,1,0,2,9,7
8303,700.048,1,482.70300000000003,1000024,62,479.035,0.12366600000000001,2.34755,0.567662,1.21468,6258,1,1,1,1,444.99699999999996,2.3475900000000003,0.123397,13,1,0,2,10,4
8304,700.048,-1,1249.88,-1000024,62,573.32,-1.41519,-0.748635,0.8724729999999999,2.0464,6258,1,1,1,-1,932.955,-0.7484850000000001,-1.4149200000000002,13,1,0,2,10,4
8305,700.048,1,829.447,1000024,62,752.803,0.44750200000000007,-1.14709,0.7642,1.55044,6260,1,1,1,1,812.1439999999999,-1.14713,0.44757299999999994,18,1,0,2,14,0
8306,700.048,-1,2022.02,-1000024,62,753.9839999999999,1.6429,2.02255,0.9449690000000001,3.05662,6260,1,1,1,-1,638.755,2.0225,1.6430200000000001,26,1,0,2,18,0
8307,700.048,1,860.9780000000001,1000024,62,535.595,1.0529600000000001,2.48668,0.775892,1.58512,6261,1,1,1,1,263.835,2.4870099999999997,1.05292,7,1,0,2,5,7
8308,700.048,1,1009.61,1000024,62,407.418,1.55718,1.4829700000000001,0.8217780000000001,1.75498,6254,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8309,700.048,-1,2175.46,-1000024,62,217.967,2.9912799999999997,-2.43816,0.9519270000000001,3.26452,6254,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8310,700.048,1,1195.25,1000024,62,1068.98,-0.481401,-0.0134998,0.862893,1.97868,6264,1,1,1,1,1175.88,-0.0135434,-0.48123,15,1,0,2,10,4
8311,700.048,-1,1885.54,-1000024,62,1047.95,1.19242,3.12553,0.937473,2.8730900000000004,6264,1,1,1,-1,1066.99,3.1255900000000003,1.1923,14,1,0,2,12,0
8312,700.048,1,1063.53,1000024,62,665.552,1.04534,-2.91689,0.8352879999999999,1.8188,6262,1,1,1,-1,1944.93,-2.9170700000000003,1.04524,4,1,0,2,4,8
8313,700.048,-1,693.158,-1000024,62,692.3910000000001,-0.0470612,0.250938,0.703601,1.40727,6262,1,1,1,-1,715.7539999999999,0.250958,-0.0465774,16,1,0,2,14,0
8314,700.048,-1,1922.31,-1000024,62,1255.15,0.9901120000000001,-1.6396099999999998,0.939632,2.92238,6253,1,1,1,-1,1095.62,-1.6396400000000002,0.990224,18,1,0,2,12,1
8315,700.048,1,179.68,1000024,62,176.419,0.191976,0.9733639999999999,0.24860900000000002,1.03241,6267,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8316,700.048,-1,538.438,-1000024,62,392.48699999999997,0.8376879999999999,-2.90732,0.609668,1.26158,6265,1,1,1,-1,292.72700000000003,-2.9074400000000002,0.8376100000000001,6,1,0,2,5,8
8317,700.048,1,459.88,1000024,62,359.462,0.731082,-0.026467400000000002,0.5490520000000001,1.1964700000000001,6263,1,1,1,1,300.56,-0.026279400000000005,0.7309439999999999,13,1,0,2,10,4
8318,700.048,1,766.318,1000024,62,668.1469999999999,-0.535662,2.77563,0.73831,1.48266,6270,1,1,1,1,513.4680000000001,2.77575,-0.535817,18,1,0,2,12,1
8319,700.048,-1,1296.69,-1000024,62,661.7339999999999,-1.2932700000000001,-0.332946,0.8799520000000001,2.1049900000000004,6270,1,1,1,-1,763.0239999999999,-0.332925,-1.2930000000000001,16,1,0,2,11,0
8320,700.048,1,704.08,1000024,62,288.188,-1.54164,1.38552,0.7091350000000001,1.41829,6269,1,1,1,1,220.171,1.38554,-1.54139,3,1,0,2,3,10
8321,700.048,-1,615.867,-1000024,62,269.573,1.4675799999999999,-1.85885,0.660522,1.3319,6269,1,1,1,-1,414.591,-1.85858,1.46754,7,1,0,2,7,7
8322,700.048,1,521.502,1000024,62,154.077,-1.88983,-2.44602,0.597406,1.24698,6271,1,1,1,-1,124.243,-2.44705,-1.8901599999999998,5,1,0,2,4,12
8323,700.048,-1,1291.01,-1000024,62,585.582,-1.4278,1.4738,0.879078,2.09785,6271,1,1,1,-1,639.513,1.47373,-1.42754,19,1,0,2,14,0
8324,700.048,1,646.945,1000024,62,605.604,0.367429,-0.181067,0.678703,1.36163,6266,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8325,700.048,-1,2253.95,-1000024,62,699.408,-1.8383599999999998,0.5545859999999999,0.9549989999999999,3.37143,6272,1,1,1,-1,311.906,0.554405,-1.8382599999999998,6,1,0,2,4,11
8326,700.048,1,618.095,1000024,62,480.19,-0.740821,0.948657,0.661866,1.3340100000000001,6276,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8327,700.048,1,609.414,1000024,62,499.735,-0.650977,-0.8805200000000001,0.656594,1.3258299999999998,6273,1,1,1,1,412.29,-0.8804280000000001,-0.650605,20,1,0,2,13,1
8328,700.048,-1,526.719,-1000024,62,422.629,0.688181,2.24673,0.601229,1.2514399999999999,6273,1,1,1,-1,54.038999999999994,2.24525,0.688397,3,1,0,2,3,5
8329,700.048,1,626.811,1000024,62,533.641,-0.582643,-1.9661400000000002,0.667062,1.34228,6268,1,1,1,1,465.966,-1.9660400000000002,-0.58245,18,1,0,2,14,0
8330,700.048,-1,282.513,-1000024,62,279.887,0.13686700000000002,0.8332069999999999,0.374237,1.07836,6268,1,1,1,-1,167.826,0.833095,0.136203,4,1,0,2,4,7
8331,700.048,1,785.13,1000024,62,576.4780000000001,-0.827041,-0.968701,0.746392,1.50261,6274,1,1,1,-1,490.62,-0.969202,-0.827111,4,1,0,2,4,6
8332,700.048,-1,2708.47,-1000024,62,760.835,-1.9425299999999999,1.7119400000000002,0.968183,3.99612,6274,1,1,1,-1,722.4069999999999,1.7118400000000003,-1.9425700000000001,23,1,0,2,15,0
8333,700.048,1,733.459,1000024,62,662.797,-0.45775699999999997,-2.83943,0.723391,1.44836,6275,1,1,1,1,648.629,-2.83945,-0.457933,19,1,0,2,14,0
8334,700.048,-1,712.102,-1000024,62,712.015,-0.0156618,0.0154692,0.713117,1.42644,6275,1,1,1,1,447.94699999999995,0.0159329,-0.0158045,6,1,0,2,4,8
8335,700.048,1,1390.48,1000024,62,385.635,-1.95585,-2.93816,0.8931889999999999,2.2238,6277,1,1,1,1,357.264,-2.93817,-1.95612,12,1,0,2,8,9
8336,700.048,1,277.425,1000024,62,249.356,0.470132,-2.96142,0.368419,1.07566,6278,1,1,1,1,52.0495,-2.95932,0.469024,3,1,0,2,3,6
8337,700.048,1,528.2819999999999,1000024,62,332.05699999999996,-1.03968,-0.238285,0.602366,1.25279,6282,1,1,1,1,343.42900000000003,-0.23830500000000002,-1.0398100000000001,11,1,0,2,8,4
8338,700.048,1,259.774,1000024,62,154.233,1.1117299999999999,0.61173,0.34789899999999996,1.06663,6281,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8339,700.048,1,1407.03,1000024,62,335.465,2.11234,-2.58566,0.895308,2.24493,6285,1,1,1,1,294.945,-2.5856,2.1122900000000002,24,1,0,2,14,0
8340,700.048,-1,594.342,-1000024,62,158.539,1.99632,-1.16717,0.647207,1.31179,6280,1,1,1,1,2212.69,-1.16666,1.9962900000000001,4,1,0,2,4,11
8341,700.048,1,710.2719999999999,1000024,62,220.579,-1.8375099999999998,-0.30602399999999996,0.712214,1.42458,6279,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8342,700.048,1,350.07199999999995,1000024,62,129.7,-1.64983,1.4524299999999999,0.447263,1.11806,6284,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8343,700.048,-1,148.484,-1000024,62,134.31,0.45547600000000005,-1.69025,0.20749,1.02225,6284,1,1,1,-1,138.753,-1.69002,0.455383,4,1,0,2,4,5
8344,700.048,1,943.025,1000024,62,475.155,1.30806,-2.43313,0.802942,1.6776900000000001,6283,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8345,700.048,-1,1109.04,-1000024,62,512.84,1.4061,0.7072039999999999,0.845627,1.87345,6283,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8346,700.048,1,809.7719999999999,1000024,62,390.473,1.35857,-0.995302,0.7565,1.5290700000000002,6287,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8347,700.048,-1,392.871,-1000024,62,385.316,0.197698,2.2551900000000002,0.489404,1.1467100000000001,6287,1,1,1,-1,318.668,2.25508,0.197461,11,1,0,2,9,5
8348,700.048,1,1249.26,1000024,62,436.35400000000004,-1.713,-2.53023,0.872368,2.04562,6289,1,1,1,1,455.31699999999995,-2.5303,-1.7131299999999998,21,1,0,2,16,0
8349,700.048,-1,1231.43,-1000024,62,334.611,1.97712,0.757741,0.869344,2.0234400000000003,6288,1,1,1,-1,310.844,0.757722,1.9769999999999999,25,1,0,2,16,0
8350,700.048,1,652.068,1000024,62,569.871,-0.530845,1.21746,0.6815859999999999,1.36661,6286,1,1,1,1,540.536,1.21746,-0.531004,10,1,0,2,8,5
8351,700.048,1,1066.25,1000024,62,657.992,1.06318,-2.8782,0.835933,1.82205,6290,1,1,1,1,2615.61,-2.87837,1.06316,6,1,0,2,5,8
8352,700.048,1,507.426,1000024,62,305.45799999999997,-1.0945,-2.64377,0.586885,1.2350700000000001,6294,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8353,700.048,-1,211.03400000000002,-1000024,62,56.3972,1.99439,-1.9291099999999999,0.28862600000000005,1.04445,6296,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8354,700.048,1,1063.44,1000024,62,940.54,-0.505804,2.26032,0.835267,1.8186900000000001,6295,1,1,1,1,841.7560000000001,2.26035,-0.505653,17,1,0,2,14,0
8355,700.048,-1,830.2130000000001,-1000024,62,828.529,0.06374490000000001,-1.02376,0.764493,1.5512700000000001,6295,1,1,1,-1,1067.24,-1.02369,0.0641371,13,1,0,2,10,4
8356,700.048,1,659.555,1000024,62,468.163,-0.8759549999999999,-1.37535,0.685743,1.37392,6293,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8357,700.048,1,367.05400000000003,1000024,62,195.762,-1.24158,2.3567099999999996,0.46436700000000003,1.1291200000000001,6291,1,1,1,1,158.373,2.35688,-1.24171,5,1,0,2,4,6
8358,700.048,1,1364.22,1000024,62,610.773,-1.4424,-2.82536,0.889699,2.19035,6292,1,1,1,1,504.042,-2.82532,-1.4426299999999999,20,1,0,2,13,0
8359,700.048,-1,769.585,-1000024,62,507.796,-0.976195,-0.0282936,0.739737,1.48611,6292,1,1,1,-1,1960.86,-0.027956099999999998,-0.976124,9,1,0,2,7,5
8360,700.048,1,1261.15,1000024,62,155.335,2.78353,-2.1164400000000003,0.874331,2.06045,6297,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8361,700.048,1,743.033,1000024,62,364.24300000000005,-1.33972,3.1185099999999997,0.727847,1.45828,6299,1,1,1,1,356.92800000000005,3.11846,-1.33992,16,1,0,2,11,0
8362,700.048,1,243.42,1000024,62,241.608,-0.122402,-1.43943,0.328431,1.05873,6300,1,1,1,1,26.2452,-1.43543,-0.122223,3,1,0,2,3,6
8363,700.048,-1,461.389,-1000024,62,423.58,-0.41943100000000005,-2.55049,0.550308,1.19766,6302,1,1,1,-1,90.5082,-2.55156,-0.419204,4,1,0,2,4,7
8364,700.048,1,338.754,1000024,62,215.891,1.0218200000000002,2.56038,0.435583,1.11093,6298,1,1,1,1,195.472,2.56045,1.02175,6,1,0,2,5,7
8365,700.048,1,959.278,1000024,62,337.80800000000005,1.7043,-1.4744,0.8077770000000001,1.69639,6301,1,1,1,1,324.566,-1.4743600000000001,1.7043700000000002,19,1,0,2,12,5
8366,700.048,1,633.482,1000024,62,614.7180000000001,-0.24645799999999998,3.0289900000000003,0.670975,1.34865,6303,1,1,1,1,3264.91,3.0285900000000003,-0.24630300000000002,10,1,0,2,8,6
8367,700.048,1,817.068,1000024,62,324.622,1.57418,1.4481899999999999,0.759393,1.5369700000000002,6314,1,1,1,1,123.11200000000001,1.44862,1.5744200000000002,4,1,0,2,4,9
8368,700.048,1,693.4019999999999,1000024,62,253.203,-1.66543,-0.6648890000000001,0.7037260000000001,1.40752,6304,1,1,1,1,262.357,-0.6648149999999999,-1.66582,11,1,0,2,6,9
8369,700.048,1,767.408,1000024,62,158.207,2.26146,-2.04185,0.738787,1.48381,6306,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8370,700.048,1,682.166,1000024,62,411.634,1.09149,-1.6925400000000002,0.697901,1.3962700000000001,6310,1,1,1,1,336.10400000000004,-1.6923700000000002,1.09123,14,1,0,2,11,2
8371,700.048,-1,1104.35,-1000024,62,1100.24,0.0863997,-1.9429599999999998,0.8446020000000001,1.86778,6308,1,1,1,-1,1109.55,-1.94295,0.08659069999999999,16,1,0,2,12,2
8372,700.048,1,499.67900000000003,1000024,62,472.152,0.339834,3.09857,0.580965,1.22861,6315,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0
8373,700.048,1,363.43699999999995,1000024,62,361.472,-0.10422200000000001,-1.5062799999999998,0.460766,1.12673,6307,1,1,1,1,466.23400000000004,-1.5064799999999998,-0.103657,13,1,0,2,10,3
